ASIN,Page,RevNmb,Title,User,Rating,VPS,RDate,HVotes,CommentsCount,ReviewText
B01EUC7NPI,107,1070,Five Stars,Alonzo Charles,5,Yes,29-Mar-18,-,0,This tablet was great purchase for me.
B01EUC7NPI,108,1071,Wonderful tablet,kurt tillery,5,Yes,14-Jan-17,-,0,"This is a great product. Easy to use a d fast set up. Lots of apps

Has great battery life!!"
B01EUC7NPI,108,1072,Exceeded my expectations,Christina M.,5,Yes,06-Feb-19,-,0,It was advertised with a few imperfections and when I received it - as far as I am concerned - it was like new. Much better quality than I had anticipated or expected. Very happy and satisfied with the purchase as used :)
B01EUC7NPI,108,1073,Heavy Duty,Darren,5,Yes,28-Nov-18,-,0,I like the fact that even though this tablet is a little heavier then most it is tougher then others i have dropped mine on the concrete floor more then i can count now and still good as new.. Great Tablet
B01EUC7NPI,108,1074,Very nice product,Jerry,5,Yes,16-Jul-18,-,0,"Very nice.
I couldn't get it to pair with my old tablet to transfer my apps, folders etc. But that could be my error.
Otherwise very nice. Good speed. Excellent definition."
B01EUC7NPI,108,1075,Best tablet,Rufus franklin,5,Yes,21-Dec-18,-,0,Excellent Product I bought 2. Works great
B01EUC7NPI,108,1076,So Happy I Splurged!,DandS,5,Yes,07-Apr-17,1,0,"I'm so used to my little tablet (not Samsung) so the size of this takes some getting used to, but wouldn't exchange it for anything else! A wonderful tablet with vibrant colors and clarity and easy to use. Very pleased!"
B01EUC7NPI,108,1077,Five Stars,Michael S,5,Yes,23-Jan-18,-,0,As usual Samsung tablets...
B01EUC7NPI,108,1078,Excellent alternative,Juan Alzugaray,5,Yes,12-Jul-17,1,0,"Very good product. Accurate, nice, light."
B01EUC7NPI,108,1079,Just ok to good nothing great,cevile,4,Yes,25-Jan-19,-,0,Need to keep entering pin no finger print reader
B01EUC7NPI,108,1080,Great tablet and cheap!,Amanda Foran,5,Yes,18-Mar-17,-,0,"Bought this for my boyfriend for christmas, he is not a fan of apple products, this was an amazing deal, great quality for the price, i found it cheaper in stores but i didnt mind the 20 extra dollars because i was able to use my amazon store card and get 6 month financing"
B01EUC7NPI,109,1081,Great and inexpensive for digital art,Hannah Cabrera,5,Yes,08-Aug-18,-,0,I use it primarily to draw and am loving it! I've downloaded a few different drawing apps and they all work great!
B01EUC7NPI,109,1082,Love it,Terry,5,Yes,30-Nov-17,-,0,Great little tablet. I got it on sale for $100 off for my mom but love it so much it hard not to steal it from her. ;)
B01EUC7NPI,109,1083,Five Stars,Janet,5,Yes,27-Dec-17,-,0,Love It. Such an improvement. Hardly use laptop anymore.
B01EUC7NPI,109,1084,Wireless but Non Cellular is OK,S. corrick,4,Yes,01-Nov-16,2,0,"My first personal tablet - As expected not a Win based PC - It is an Android OS - much lower in cost than a Windows unit and in general it's functional enough for many needs, a few minor Android idiosyncrasies - IE: a bit of a pain not to directly close apps as you exit them to free resources. Also Google apps seem to stay linked together under a single logon ID even with multiple Google IDs set up on the unit such as E-mail and Google Hangouts.
Lightweight even w folding case - stand with a BT KB & mouse carried around. Wireless / Bluetooth only model no Cellular - this saved a few hundred on price + ongoing cell fees. About only real benefit I see in the cellular type is GPS while on the road, If I am riding as a passenger I can use my cell phone as a hot spot instead if I need internet + it has GPS in it."
B01EUC7NPI,109,1085,the tablet is very well protected,obdulio,5,Yes,08-Aug-18,-,0,perfect fit really keep your tablet safe im very satisfied with it
B01EUC7NPI,109,1086,Buen tamaño de pantalla,Carlos M.,5,Yes,26-Dec-18,-,0,Me agradó el tamaño de la pantalla y uso la tableta para visitar páginas de internet
B01EUC7NPI,109,1087,First tablet Samsung wins.,Brandon J,5,Yes,07-Feb-17,1,0,"Great first tablet. Fast handling apps and big battery that last a week. I like using more than my Samsung phone. Just wish they made a bigger storage, maybe a 32gb or 64gb. But added 64 micro sd card. No problems at all."
B01EUC7NPI,109,1088,Feedback,Jimbo's Account,5,Yes,24-Feb-18,-,0,Good product and customer has no issues.
B01EUC7NPI,109,1089,So far so good!,effie,5,Yes,07-Aug-18,-,0,This makes my second Samsung tablet! So far so good!
B01EUC7NPI,109,1090,Get it,Kevin McCall,5,Yes,25-Dec-18,-,0,Worth the price.
B01EUC7NPI,110,1091,Initally it was the great prouduct with long life battery and fast speed,like,1,Yes,11-Feb-17,21,1,"Initally it was the great prouduct with long life battery and fast speed.but i just used it for almost one month ,suddenly screen became black and never on again .I living in singapore now , this one just make me in trouble. Very hard to return it and repair. Very disappointed!!!!"
B01EUC7NPI,110,1092,Five Stars,richleslie,5,Yes,25-Sep-17,-,0,Good WiFi Tablet Samsung says it will up date when new Android system up dates
B01EUC7NPI,110,1093,Five Stars,marie,5,Yes,26-Mar-18,-,0,"Just plain SAMSUNG, excellence!!!"
B01EUC7NPI,110,1094,Five Stars,Project Manager,5,Yes,23-Jan-18,-,0,just like my phone that I love
B01EUC7NPI,110,1095,1 screen is very nice and a must if you want to keep your ...,Lance P,4,Yes,18-Jan-17,6,1,She Loves her Christmas gift. And never puts it down. The 10.1 screen is very nice and a must if you want to keep your eye sight. It's only been a month so far. If it run like this for a year it will be FIVE stars.
B01EUC7NPI,110,1096,Five Stars,Frankfort girl,5,Yes,17-May-18,-,0,Love this tablet!
B01EUC7NPI,110,1097,Good buy,Wes,5,Yes,09-Jan-17,-,0,"Works well for my daily use. I wish it would be lighter, but hey that's a $300 tablet with a nice S-Pen."
B01EUC7NPI,110,1098,Five Stars,Mr.Engineer,5,Yes,23-Jan-18,-,0,no Bixby Button.
B01EUC7NPI,110,1099,Completely satisfied,1968hawk,5,Yes,17-Apr-19,-,0,I am completely satisfied with my Samsung Galaxy Tablet. It performance is outstanding. So far I have no complaints
B01EUC7NPI,110,1100,Four Stars,Marshall,4,Yes,31-Jan-18,-,0,great tablet
B01EUC7NPI,111,1101,Most useful device ever!!!! S-pen is most useful. Use it as whiteboard too. I would buy this product even if more expensive.,James__,5,Yes,16-Dec-16,2,0,"S-pen is very useful to write over the image. For example, using S-pen shortcut menu, I can easily create a screenshot of stock chart. Then, I write my note over the screenshot and save in Gallery or Scrapbook for the future reference. Precision of S-pen makes this type of application very very useful. Writings created using other pads without the stylus are very thick and clumsy, but with S-pen Galaxy pad is so much more useful.
Another nice application is to use it like a white board. It is better than any whiteboard. If you remove S-pen before turn on the tablet, it is presented with black screen (like blackboard). You can draw, erase, change the thickness of pen. You can scroll the screen down for more writings(draw). ( it appears to be unlimited scroll down. I do not know for sure). Then it can be saved."
B01EUC7NPI,111,1102,Worth the money. Long battery life. Snappy processor ...,Jenna B,5,Yes,13-Apr-17,-,0,Worth the money. Long battery life. Snappy processor. I'd purchase again.
B01EUC7NPI,111,1103,Five Stars,Amazon Customer,5,Yes,06-Feb-18,-,0,I am very happy with my tablet.
B01EUC7NPI,111,1104,Great product . S pen is a must have,Ron Gonzales,5,Yes,19-Oct-18,-,0,Same day delivery on a product I could not find in any Best Buy in DFW Area!
B01EUC7NPI,111,1105,This is a nice upgrade to my aging 7 inch tab 2,Koby,5,Yes,03-Jan-17,-,0,This is a nice upgrade to my aging 7 inch tab 2. I like the quality of the larger display and the newer version of android.
B01EUC7NPI,111,1106,"It is a good size, charges easily",Carolyn B. Davis,4,Yes,24-Jun-17,-,0,"Works very well. It is a good size, charges easily. I like the software package, too."
B01EUC7NPI,111,1107,Five Stars,James Siler,5,Yes,12-Feb-18,-,0,love it
B01EUC7NPI,111,1108,Five Stars,Franz J Hildebrand,5,Yes,17-May-18,-,0,Works perfect for spouse
B01EUC7NPI,111,1109,Samsung A tablet with pen,gail,5,Yes,06-Dec-16,1,0,"Very nice tablet . Has a lot
Of features. Fast searching. Would recommend. Love the pencil works really well."
B01EUC7NPI,111,1110,Five Stars,mark,5,Yes,10-Feb-18,-,0,Wife loves it.
B01EUC7NPI,112,1111,"really satisfied, outstanding tablet",Miguel Angel Rivas D,5,Yes,15-Dec-16,1,0,"I am really, really satisfied, outstanding tablet."
B01EUC7NPI,112,1112,Good product but wasn't what I was looking for.,Teesha R. Coolidge,2,Yes,25-Apr-19,-,0,"Great product, but not as good as my galaxy tab 4 in terms of music recording."
B01EUC7NPI,112,1113,Awesome tablet,Elizabeth Hamilton,5,Yes,24-Jan-19,-,1,"Love this tablet. It is big, but thin, great to travel with and holds power for a long time, better than any tablet I have owned before."
B01EUC7NPI,112,1114,The bigger picture,Diane P. Edwards,5,Yes,16-May-17,1,0,Love it love it love it
B01EUC7NPI,112,1115,Five Stars,Nightly reader,5,Yes,29-Dec-17,-,0,"Great tablet, easy to use and a good camera."
B01EUC7NPI,112,1116,Five Stars,klclark74,5,Yes,23-Jul-17,1,0,"I love it, it has exceeded my expectations."
B01EUC7NPI,112,1117,Great Tablet,Happy coffee bean,5,Yes,21-Sep-16,2,0,This is my first tablet. I am having a great time learning how to use it. I really like it.
B01EUC7NPI,112,1118,Good deal,Diane,5,Yes,01-Feb-19,-,0,Excellent quality and price.
B01EUC7NPI,112,1119,Daughter loves it,Jennifer,5,Yes,07-Jan-19,-,0,This was a present for my daughter. It was exactly like she wanted
B01EUC7NPI,112,1120,"In a Galaxy, far far away...",Lisa,4,Yes,30-Jun-17,-,0,This is my second one. I love all that it can do. I wouldn't leave home without it.
B01EUC7NPI,113,1121,Refurbished and Great,Kindle Customer,5,Yes,17-Jun-17,-,0,This is refurbished and you would never know. Works great and there were no cosmetic issues.
B01EUC7NPI,113,1122,... Galaxy tablet for the past few months and I love it. It is very responsive with long lasting ...,Terry,5,Yes,26-Feb-17,-,0,I have been using my Galaxy tablet for the past few months and I love it. It is very responsive with long lasting battery. I have watched Netflix movies and Amazon series on it.
B01EUC7NPI,113,1123,Good product,Matthew,5,Yes,02-Jan-18,-,0,Good product
B01EUC7NPI,113,1124,Excellent product for the price,Aniket Singh,5,Yes,23-Apr-17,1,0,The screen and battery life are brilliant. I usually get around 14 hours of usage.the S pen works fine and really helpfully for taking down notes.I will recommend this product to any student who take a lot of notes and read pdfs.All in all imy satisfied with the product
B01EUC7NPI,113,1125,Simple to use but well appointed...,Lane Arnold,5,Yes,17-Dec-18,-,0,So far so good. Easy to navigate. Easy to use. Excellent battery life.!.
B01EUC7NPI,113,1126,Love!,Jaylah Lavonne,5,Yes,28-Dec-18,-,0,Purchased for my boyfriend as a gift and he loves it.
B01EUC7NPI,113,1127,"Bought new, wasnt",Amazon Customer,1,Yes,23-Feb-18,-,0,"I bought this ""new"" It wasn't it had someone's account info so it was used or stolen it had a history daring back 4 months. Luckily it worked and I need it for a specific use so I don't have time to return it."
B01EUC7NPI,113,1128,BEST TABLET EVER,paulina,5,Yes,23-Apr-18,-,0,BEST TABLET EVER.
B01EUC7NPI,113,1129,Five Stars,Kenneth L Ooten,5,Yes,10-Feb-18,-,0,GR8 android lover here :)
B01EUC7NPI,113,1130,Worth the buy,Brittney Rodriguez,5,Yes,20-Jan-18,-,0,"My husband loves it, he uses it everyday."
B01EUC7NPI,114,1131,Four Stars,jj harper,4,Yes,15-Feb-18,-,0,Tablet froze too often. Sent back
B01EUC7NPI,114,1132,Like many who rated this tablet low,Amazon Customer,1,Yes,05-Feb-17,13,0,"Like many who rated this tablet low, it worked great for the first few weeks after I bought it, but then it started to have issues with random crashes & ultimately would not turn on any more. By the time we realized what a waste of money it was it was beyond the 30 day refund time & the only option was to deal directly with Samsung. Based on other people's experiences I do not have high hopes that this will resolve anything. Do not waste your money on this piece of junk!!!"
B01EUC7NPI,114,1133,Five Stars,Shay,5,Yes,16-Jun-18,-,0,More than expected.
B01EUC7NPI,114,1134,One thing I can say bad about this tablet is the buttons on the front ...,Carissa,5,Yes,12-Jan-18,-,0,"One thing I can say bad about this tablet is the buttons on the front by the home screen, their placement.
I touched them all the time and it's so frustrating other than that love this tablet and the price."
B01EUC7NPI,114,1135,Amazing!,Gary Cannady,5,Yes,08-Jul-18,-,0,Amazing!
B01EUC7NPI,114,1136,Quality Product,Sinuhe,5,Yes,16-Jul-17,-,0,"Only in the first week of use, but it is impressive. Hope it ""goes the distance"" with regard to service and durability."
B01EUC7NPI,114,1137,Galaxy tablet,Judy Comer,5,Yes,24-Aug-17,-,0,"I just love my Galaxy tablet, it is the best one i have out of four!!"
B01EUC7NPI,114,1138,Galaxy tablet-great product,Robinmac,5,Yes,06-Sep-18,-,0,Awesome tablet
B01EUC7NPI,114,1139,Nice product,Jason Peterson,5,Yes,18-Sep-16,-,0,Nice tablet. Bought for my wife to replace another Samsung. She seems to like it just fine. No complaints.
B01EUC7NPI,114,1140,Great buy,Jennifer,5,Yes,07-Mar-19,-,0,Love this new tablet!!
B01EUC7NPI,115,1141,Five Stars,Spinreaver,5,Yes,09-Aug-17,-,0,"very nice, quick, easy to set up and use!"
B01EUC7NPI,115,1142,Yes!!!!,Andy,5,Yes,10-Feb-17,-,0,"Great product, great price.....this is a great tablet with a perfect operation."
B01EUC7NPI,115,1143,Good product,Michelle P.,4,Yes,05-Jun-18,-,0,Easy to use.
B01EUC7NPI,115,1144,Good,Satinderpal s rai,5,Yes,24-Jul-18,-,0,Perfect
B01EUC7NPI,115,1145,Tablet freezes,LeAnn Hanko,3,Yes,16-Sep-18,-,0,"I liked that picture was so bright and vibrant, the battery life was great as well. I didn't like the the it freezes up. I have only had 2 weeks and it has froze up 5 times. I am returning this tablet back."
B01EUC7NPI,115,1146,Four Stars,Bernard,4,Yes,08-Jan-18,-,0,what i saw was good it was a xmas gift
B01EUC7NPI,115,1147,Great tablet!,GDS44,5,Yes,03-Jan-17,-,0,"Great tablet!!! It replaced my old Galaxy Tab 2, 10.1 which still runs but nowhere near the speed of the Tab A!!"
B01EUC7NPI,115,1148,great buy one you wont be unhappy,voodoo,5,Yes,13-May-17,-,0,love it more more can i say. half the price of an ipad and just as good. lol.
B01EUC7NPI,115,1149,Loved it,Khaoula Azdoud,5,Yes,14-Aug-18,1,0,As expected
B01EUC7NPI,115,1150,Awesome product,#1ntx,5,Yes,13-Apr-19,-,0,Best tablet I ever bought for my kid. No issues whatsoever.
B01EUC7NPI,116,1151,Five Stars,Amazon Customer,5,Yes,13-Jan-18,-,0,Goooooooooood
B01EUC7NPI,116,1152,Great tablet,NfamouzPrincezz,5,Yes,01-Apr-19,-,0,This is a perfect tablet for my little artist. It made the best birthday present
B01EUC7NPI,116,1153,love it,MrMan,5,Yes,14-Jan-18,-,0,Love the pad it's nice and smooth.
B01EUC7NPI,116,1154,I would not recommend this product!,Trish Boutin,1,Yes,05-Mar-17,35,2,"I have owned this tablet for 3 months and now it's cutting out with full battery screen goes blank and will not come back on!
I am a Samsung fan but this has really turned me off
I would not recommend this product!"
B01EUC7NPI,116,1155,Five Stars,Rachel,5,Yes,29-Aug-17,-,0,"got this as a gift for my mom, and there's no problems yet!!!!!!"
B01EUC7NPI,116,1156,Five Stars,Amazon Customer,5,Yes,18-Jul-18,-,0,momma loves it
B01EUC7NPI,116,1157,Four Stars,Amazon Customer,4,Yes,25-Aug-17,1,0,"Seems to be just what I wanted, no problems so far"
B01EUC7NPI,116,1158,"Samsung Galaxy Tablet A 10.1""",Maxine H.,5,Yes,01-Jan-17,-,0,Now my husband doesn't have to squint to read his email or do Facebook on his Samsung phone. Love it!
B01EUC7NPI,116,1159,Simple review.... besthis tablet I've ever ...,christina piemonte,5,Yes,27-Feb-17,-,0,Simple review....besthis tablet I've ever owned....worth every penny!!!!
B01EUC7NPI,116,1160,Awesome tablet,rascal,5,Yes,01-Apr-17,-,0,Excellent tablet! Works great. Bought it for my mavic drone.Works and functions like brand new. Video is awesome. No dents dings or scratches. Fast shipping too! It arrived before the due date.
